,date,user,location,hashtags,urls,text
2525,2020-05-05 22:10:15,RahmelWare,Always with Goddes re.ra.nut,"['blackpeople', 'blacktwitter', 'Duality', 'selves', 'detachment']",[],@Yebo_Live @cipherEquality #blackpeople #blacktwitter It means that (africa) is a colonizer's name. A name giveth also serves to taketh away. Fkn #Duality .to name is to take ownership. Seems to me like africans dont shit not the land or even their own #selves. The world is not to be owned. #detachment
2526,2020-05-05 21:33:51,or_she_raja_g, 420,['blacktwitter'],[],"..ok it's my turn 🤷‍♀️
#blacktwitter https://t.co/IWMci6ZLob"
2527,2020-05-05 21:08:21,XakleeVape,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2528,2020-05-05 20:29:34,ClANMADE1,ILLINOIS,['BLACKTWITTER'],"[{'url': 'https://t.co/G1LzsPR1IL', 'expanded_url': 'https://twitter.com/ClANMADE1/status/1257768948013170689', 'display_url': 'twitter.com/ClANMADE1/stat…', 'indices': [111, 134]}]",This shit should be the trending topic on #BLACKTWITTER hands down. What’s next? Stand or Fold? I’m not goin⚠️ https://t.co/G1LzsPR1IL
2529,2020-05-05 19:44:19,stroopkoejaiter,SA,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2530,2020-05-05 19:40:25,BlackGayTweetz,United States,[],[],"🤔""Go Back To Africa""
IF every African-bred person in the 🗺 did return to the continent (on the cavet that all non-POCS abandoned Africa) to establish or support all black nations, I wonder how long before the 1st World Race War would break out?
#BlackTwitter #blackgaytwitter"
2531,2020-05-05 18:59:12,Gumede66735967,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2532,2020-05-05 18:58:04,DaftVirtual,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2533,2020-05-05 18:41:12,Jaxester,Here..unfortunately. ,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2534,2020-05-05 17:54:18,JUNEDAHMEDMOHA2,India,['BlackTwitter'],[],"My entry to #BlackTwitter , cherished memories from my album, my leader Late PM Sayeed Sahib with former PM Late Atal Bihari Vajpayee ji, &amp; with former PM Dr Manmohan Singh ji,

&amp; no matter win or lose, Congress Party always in service of #Lakshadweep. https://t.co/Wjj8togrnd"
2535,2020-05-05 17:49:50,HamdullaSayeed,Lakshadweep,['BlackTwitter'],[],"My entry to #BlackTwitter , cherished memories from my album, my leader Late PM Sayeed Sahib with former PM Late Atal Bihari Vajpayee ji, &amp; with former PM Dr Manmohan Singh ji,

&amp; no matter win or lose, Congress Party always in service of #Lakshadweep. https://t.co/Wjj8togrnd"
2536,2020-05-05 17:48:25,Dropping_Facts,CA,[],[],"- “I am not looking to psychoanalyze or understand them, I am looking to punish them.” 

-Donald Trump

- ""I believe that he [President Trump] wants to start a RACE WAR in this country.”

 — Omarosa Manigault, political aide to Donald Trump

 #BlackLivesMatter 
#BlackTwitter https://t.co/tl2u9Rlka8"
2537,2020-05-05 17:47:48,Dropping_Facts,CA,[],[],This is all the NYPD enforce social distance and stay at home policy’s. If you blacks Instant Police repression. If you’re white or Jewish you can break the policies and we will treat you with dignity.#BlackTwitter .#BlackLivesMatter . https://t.co/SWFk75qkAS
2538,2020-05-05 17:39:09,ian_wegerle,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2539,2020-05-05 17:11:16,marykevanschalk,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2540,2020-05-05 17:02:21,mustafa_wynne,"Islamabad, Pakistan",['BlackTwitter'],[],"A Twitter account retweeted my #BlackTwitter photo yesterday. 

2 people on her post had an argument whether I was wearing real or fake Gucci shoes, LMAO.

Then they argued whether I'm wearing black or is it some shade of grey

Finally they were amazed with my choice of red socks"
2541,2020-05-05 16:59:57,photo_journ,Thailand,"['COVIDー19', 'SkinRashes']",[],"#COVIDー19 patients may be developing #SkinRashes as a result of blood-flow issues, which is more worrisome

Small #BloodClots in the skin could mean there are blood clots elsewhere and clotting in the kidneys, liver or other organs

#SARSCoV2 #BlackTwitter

#COVID__19 #COVID2019 https://t.co/qT9J0h9O7Y"
2542,2020-05-05 16:56:09,DESCOLONIZADORA,Manhattan 10040,['COVIDtoes'],[],"#COVIDtoes: 

""Frostbite"" toes and rashes may be signs of a coronavirus infection  

Patients who end up hospitalized often develop a pink, itchy rash across their torso and limbs

Others develop hives or less commonly a chickenpox-like rash

#COVIDー19

#skincare #BlackTwitter https://t.co/1EHhsjAeQX"
2543,2020-05-05 16:56:06,La_Brooke_Cerda,"GUADALAJARA, JALISCO",['COVIDtoes'],[],"#COVIDtoes: 

""Frostbite"" toes and rashes may be signs of a coronavirus infection  

Patients who end up hospitalized often develop a pink, itchy rash across their torso and limbs

Others develop hives or less commonly a chickenpox-like rash

#COVIDー19

#skincare #BlackTwitter https://t.co/1EHhsjAeQX"
2544,2020-05-05 16:56:01,BackapA,"Bronx, NY",['COVIDtoes'],[],"#COVIDtoes: 

""Frostbite"" toes and rashes may be signs of a coronavirus infection  

Patients who end up hospitalized often develop a pink, itchy rash across their torso and limbs

Others develop hives or less commonly a chickenpox-like rash

#COVIDー19

#skincare #BlackTwitter https://t.co/1EHhsjAeQX"
2545,2020-05-05 16:55:51,DESCOLONIZADORA,Manhattan 10040,[],[],"These skin conditions could be caused by the SARS-CoV-2 virus or the medications used to treat it, but the rashes are popping up often enough that they are probably manifestations of the virus itself

#SARSCoV2 #COVIDー19

#skincare #BlackTwitter

#FauciTheFraud #FauciFraud https://t.co/BYM0G4DSeg"
2546,2020-05-05 16:55:49,La_Brooke_Cerda,"GUADALAJARA, JALISCO",[],[],"These skin conditions could be caused by the SARS-CoV-2 virus or the medications used to treat it, but the rashes are popping up often enough that they are probably manifestations of the virus itself

#SARSCoV2 #COVIDー19

#skincare #BlackTwitter

#FauciTheFraud #FauciFraud https://t.co/BYM0G4DSeg"
2547,2020-05-05 16:55:43,BackapA,"Bronx, NY",[],[],"These skin conditions could be caused by the SARS-CoV-2 virus or the medications used to treat it, but the rashes are popping up often enough that they are probably manifestations of the virus itself

#SARSCoV2 #COVIDー19

#skincare #BlackTwitter

#FauciTheFraud #FauciFraud https://t.co/BYM0G4DSeg"
2548,2020-05-05 16:55:34,DESCOLONIZADORA,Manhattan 10040,"['COVIDー19', 'SkinRashes']",[],"#COVIDー19 patients may be developing #SkinRashes as a result of blood-flow issues, which is more worrisome

Small #BloodClots in the skin could mean there are blood clots elsewhere and clotting in the kidneys, liver or other organs

#SARSCoV2 #BlackTwitter

#COVID__19 #COVID2019 https://t.co/qT9J0h9O7Y"
2549,2020-05-05 16:55:32,850famuman,"Florida, USA",[],[],"🤔""Go Back To Africa""
IF every African-bred person in the 🗺 did return to the continent (on the cavet that all non-POCS abandoned Africa) to establish or support all black nations, I wonder how long before the 1st World Race War would break out?
#BlackTwitter #blackgaytwitter"
2550,2020-05-05 16:55:31,La_Brooke_Cerda,"GUADALAJARA, JALISCO","['COVIDー19', 'SkinRashes']",[],"#COVIDー19 patients may be developing #SkinRashes as a result of blood-flow issues, which is more worrisome

Small #BloodClots in the skin could mean there are blood clots elsewhere and clotting in the kidneys, liver or other organs

#SARSCoV2 #BlackTwitter

#COVID__19 #COVID2019 https://t.co/qT9J0h9O7Y"
2551,2020-05-05 16:55:26,BackapA,"Bronx, NY","['COVIDー19', 'SkinRashes']",[],"#COVIDー19 patients may be developing #SkinRashes as a result of blood-flow issues, which is more worrisome

Small #BloodClots in the skin could mean there are blood clots elsewhere and clotting in the kidneys, liver or other organs

#SARSCoV2 #BlackTwitter

#COVID__19 #COVID2019 https://t.co/qT9J0h9O7Y"
2552,2020-05-05 16:55:11,DESCOLONIZADORA,Manhattan 10040,"['COVIDー19', 'SkinRashes', 'BloodClots', 'SARSCoV2', 'BlackTwitter', 'COVID__19', 'COVID2019']",[],"#COVIDー19 patients may be developing #SkinRashes as a result of blood-flow issues, which is more worrisome

Small #BloodClots in the skin could mean there are blood clots elsewhere and clotting in the kidneys, liver or other organs

#SARSCoV2 #BlackTwitter

#COVID__19 #COVID2019 https://t.co/qT9J0h9O7Y"
2553,2020-05-05 16:43:43,BlackBreitbart,The Republic of Wakanda,['BLACKTWITTER'],[],Black People NEED to FORCE @JoeBiden  to make POLICE REFORM a PRIORITY OR THEY WILL NOT BE GETTING OUR VOTE PERIOD. IM TIRED OF INNOCENT PEOPLE BEING LYNCHED BY POLICE #BLACKTWITTER
2554,2020-05-05 16:42:29,DESCOLONIZADORA,Manhattan 10040,"['SARSCoV2', 'COVIDー19', 'skincare', 'BlackTwitter', 'FauciTheFraud', 'FauciFraud']",[],"These skin conditions could be caused by the SARS-CoV-2 virus or the medications used to treat it, but the rashes are popping up often enough that they are probably manifestations of the virus itself

#SARSCoV2 #COVIDー19

#skincare #BlackTwitter

#FauciTheFraud #FauciFraud https://t.co/BYM0G4DSeg"
2555,2020-05-05 16:31:50,DESCOLONIZADORA,Manhattan 10040,"['COVIDtoes', 'COVIDー19', 'skincare', 'BlackTwitter']",[],"#COVIDtoes: 

""Frostbite"" toes and rashes may be signs of a coronavirus infection  

Patients who end up hospitalized often develop a pink, itchy rash across their torso and limbs

Others develop hives or less commonly a chickenpox-like rash

#COVIDー19

#skincare #BlackTwitter https://t.co/1EHhsjAeQX"
2556,2020-05-05 16:30:46,GeorgeOrwell_US,"Toronto, Canada",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2557,2020-05-05 16:21:56,tienie47,"Johannesburg, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2558,2020-05-05 16:14:40,Mrs_Twit_And_Co,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2559,2020-05-05 16:11:56,UrsulaIreneRay1,Somewhere In 2019 SHITHOLE,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2560,2020-05-05 16:05:59,THE_BLK_HOUSE,"Atlanta, GA","['JusticeforAhmaudArbery', 'BlackTwitter', 'Atlanta', 'BrunswickGA', 'BlackLivesMatter', 'Ahmaud']",[],Why hasn’t Brunswick Georgia Police Department arrested Gregory McMichael or his son Travis McMicheal for the COLD BLOODED MURDER of Ahmaud Arbery....maybe their Cheif of Police has answers? #JusticeforAhmaudArbery #BlackTwitter #Atlanta #BrunswickGA #BlackLivesMatter  #Ahmaud https://t.co/XnztvyUUi9
2561,2020-05-05 16:01:34,Rino51681278,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2562,2020-05-05 14:58:37,NATASHA26485000,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2563,2020-05-05 14:54:37,VanessaEdmunds,Cape Town South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2564,2020-05-05 14:52:08,Jeff32778488,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2565,2020-05-05 14:51:33,Lawrence_h1,"Cape Town, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2566,2020-05-05 14:49:04,MelodyMelodyedw,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2567,2020-05-05 14:46:20,SACitizen55,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2568,2020-05-05 14:32:34,trudreadzdotcom,,"['BlackHistory', 'BlackTwitter', 'BlackNews']","[{'url': 'https://t.co/Ehm7pumm56', 'expanded_url': 'https://trudreadz.com/2020/05/04/heres-over-160-things-invented-by-black-people-in-america-and-around-the-world/', 'display_url': 'trudreadz.com/2020/05/04/her…', 'indices': [216, 239]}]","“At the foundation of civilization is the melanated mind,  just about everything you see around you was either inspired by, invented by, or originated by a Black man or woman."" #BlackHistory #BlackTwitter #BlackNews https://t.co/Ehm7pumm56"
2569,2020-05-05 13:35:47,850famuman,"Florida, USA","['BlackTwitter', 'blackgaytwitter']",[],"🤔""Go Back To Africa""
IF every African-bred person in the 🗺 did return to the continent (on the cavet that all non-POCS abandoned Africa) to establish or support all black nations, I wonder how long before the 1st World Race War would break out?
#BlackTwitter #blackgaytwitter"
2570,2020-05-05 12:46:02,SonOfMansa44,,"['DoubleStandard', 'BlueLivesMatter', 'whiteprivilege', 'WhiteSupremacy', 'BlackTwitter']",[],"See how that #DoubleStandard  works? #BlueLivesMatter  = You must comply with the officers commands, right or wrong just so long as you're not white. Don't you treat us like black people right? #whiteprivilege and #WhiteSupremacy in a nutshell.  #BlackTwitter https://t.co/NDBQlqHo8M"
2571,2020-05-05 12:34:24,kayewhitehead,"Baltimore, MD",['BlackTwitter'],[],"Is it just me Or are there other Black people out there who lose their sh*t everytime a Black person wins anything??!!
  Listening to all that Blackness win Pultizers yesterday just about took me out 
#BlackTwitter"
2572,2020-05-05 12:33:15,IamHarritz,The MidWest,[],[],So family you got a choice Fresh Prince or Martin. Which was the best one. Quite honestly my pick is Martin all the way.#BlackTwitter . https://t.co/tRJJ51rczB
2573,2020-05-05 12:08:54,CoolLood,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2574,2020-05-05 11:33:50,midgets34,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2575,2020-05-05 10:51:48,Daniel657710,"Miami, Florida, USA",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2576,2020-05-05 10:46:38,MariaHanz2774,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2577,2020-05-05 10:46:05,MallyRSA,"Vanderbijlpark, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2578,2020-05-05 10:45:41,Thamisa64293616,"Johannesburg, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2579,2020-05-05 10:35:48,donamarie72,"North West, England",[],[],This is all the NYPD enforce social distance and stay at home policy’s. If you blacks Instant Police repression. If you’re white or Jewish you can break the policies and we will treat you with dignity.#BlackTwitter .#BlackLivesMatter . https://t.co/SWFk75qkAS
2580,2020-05-05 10:26:47,Neville27910284,"Cape Town, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2581,2020-05-05 10:18:10,ritterm07,"Cape Town, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2582,2020-05-05 10:09:07,beth43397695,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2583,2020-05-05 09:33:44,PistonPeak,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2584,2020-05-05 09:24:34,PlayboyBPAC,Your girl house on y'all bed ,"['UK', 'Canada', 'France', 'Germany', 'Australia', 'BlackTwitter']",[],"#UK #Canada #France #Germany #Australia #BlackTwitter 

50YRS or 100 YRS ago, it doesn't change shit for NOW does it? Fucks opened fire on college humans protesting &amp; WHAT did the fuck it get us? They wasn't fucking wrong for doing it. https://t.co/COs0gyP6BD"
2585,2020-05-05 09:06:03,KavishBaldeo,Durban ,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2586,2020-05-05 09:02:57,garyha18,,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2587,2020-05-05 08:25:27,CraigAnderson01,"Koffiefontein, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2588,2020-05-05 08:24:33,stephen_strydom,South Africa,['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2589,2020-05-05 08:22:42,MichaelaNowack,"Randburg, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2590,2020-05-05 08:15:55,Esterndl,"Germiston, South Africa",['BlackTwitter'],[],"Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2591,2020-05-05 08:15:19,SunflowerSrina,"~ JHB, South Africa",['BlackTwitter'],"[{'url': 'https://t.co/1EsA0S99sg', 'expanded_url': 'https://twitter.com/mariusdebeer/status/1257574734864228352', 'display_url': 'twitter.com/mariusdebeer/s…', 'indices': [292, 315]}]","Count me in @KFCSA ... if Phillet was White or Indian, #BlackTwitter &amp; Political farts would be tearing SA down. Call a Black person a monkey or the K word &amp; you are vilified but it’s OK for Blacks to go around wanting death &amp; calling others monkeys &amp; we just over look this? https://t.co/1EsA0S99sg"
2592,2020-05-05 07:02:14,Alexand52792186,,['blacktwitter'],[],"There are really ppl out here who justify fake flirting, messing with emotions &amp; wasting ppls time &amp; energy out of boredom. I hope y'all get pregnant and stuck with the person you wasted time with. Or shot at. #blacktwitter"
2593,2020-05-05 06:51:54,Alexand52792186,,"['blacktwitter', 'TyraBanks']",[],Y'all either mad young or really live in the here and now or both to JUST be catching onto Tyra. Not canceling her though that windows closed. #blacktwitter #TyraBanks
2594,2020-05-05 06:48:13,mrxxzz,"New York, USA",[],[],"- “I am not looking to psychoanalyze or understand them, I am looking to punish them.” 

-Donald Trump

- ""I believe that he [President Trump] wants to start a RACE WAR in this country.”

 — Omarosa Manigault, political aide to Donald Trump

 #BlackLivesMatter 
#BlackTwitter https://t.co/tl2u9Rlka8"
2595,2020-05-05 04:49:36,StarChi99719342,"Fayetteville, GA",[],[],So family you got a choice Fresh Prince or Martin. Which was the best one. Quite honestly my pick is Martin all the way.#BlackTwitter . https://t.co/tRJJ51rczB
2596,2020-05-05 04:22:23,shekrazee_,,[],[],This is all the NYPD enforce social distance and stay at home policy’s. If you blacks Instant Police repression. If you’re white or Jewish you can break the policies and we will treat you with dignity.#BlackTwitter .#BlackLivesMatter . https://t.co/SWFk75qkAS
2597,2020-05-05 03:54:54,superstaarzar_,,"['tiktok', 'BlackTwitter', 'racist']",[],#tiktok #BlackTwitter #racist ATTENTION TWITTER: This racist goes to the University or Houston and thinks it’s funny to joke about a issue that the black community struggles with. His name is Iance fontenot and is an RA. Do these tik tokkers think these issues are one big joke? https://t.co/US54FRBLXs
2598,2020-05-05 03:35:02,dijoni,,['BlackTwitter'],[],So family you got a choice Fresh Prince or Martin. Which was the best one. Quite honestly my pick is Martin all the way.#BlackTwitter . https://t.co/tRJJ51rczB
2599,2020-05-05 03:27:39,livingjoyfulnow,United States,"['BlackTwitterMovement', 'BlackTwitter', 'MondayMood', 'MondayMotivaton']",[],"Don’t reduce God and your ancestors to your current level of income, qualifications, or what you believe is possible; they are bigger than that. Don’t limit your miracles #BlackTwitterMovement #BlackTwitter #MondayMood #MondayMotivaton"
2600,2020-05-05 01:51:03,BlackShinobi11,"Milwaukee, WI","['BlackTwitter', 'Memes', 'blackmemes']",[],"Niggalation 31:31 - If thou’s GF cannot cook clean or serve, Thou should kick her to the curve, #BlackTwitter #Memes #blackmemes"
2601,2020-05-05 01:41:31,RockyinTX,,[],[],"- “I am not looking to psychoanalyze or understand them, I am looking to punish them.” 

-Donald Trump

- ""I believe that he [President Trump] wants to start a RACE WAR in this country.”

 — Omarosa Manigault, political aide to Donald Trump

 #BlackLivesMatter 
#BlackTwitter https://t.co/tl2u9Rlka8"
2602,2020-05-05 01:26:37,blackrepublican,USA,"['BlackLivesMatter', 'BlackTwitter']","[{'url': 'https://t.co/tl2u9Rlka8', 'expanded_url': 'https://twitter.com/WIONews/status/1255578652294578176', 'display_url': 'twitter.com/WIONews/status…', 'indices': [276, 299]}]","- “I am not looking to psychoanalyze or understand them, I am looking to punish them.” 

-Donald Trump

- ""I believe that he [President Trump] wants to start a RACE WAR in this country.”

 — Omarosa Manigault, political aide to Donald Trump

 #BlackLivesMatter 
#BlackTwitter https://t.co/tl2u9Rlka8"
2603,2020-05-05 01:07:25,MahnoorSG,"Karachi, Pakistan",['BlackTwitter'],[],"#BlackTwitter 
Nominated by @Asmagatta1
I further nominate :@HibaZehra14 @AreezaTariq @ManahilTariq5 @KinzaShafique 

Comment down about pic or else i'll delete...🙊(sorry for pic i am very ugly + 🙊) https://t.co/rHPoNOTO39 https://t.co/maDuJM3q7o"
2604,2020-05-05 01:05:11,KinzaWbian,"Karachi, Pakistan",['BlackTwitter'],"[{'url': 'https://t.co/rHPoNOTO39', 'expanded_url': 'https://twitter.com/Asmagatta1/status/1257404176872673280', 'display_url': 'twitter.com/Asmagatta1/sta…', 'indices': [199, 222]}]","#BlackTwitter 
Nominated by @Asmagatta1
I further nominate :@HibaZehra14 @AreezaTariq @ManahilTariq5 @KinzaShafique 

Comment down about pic or else i'll delete...🙊(sorry for pic i am very ugly + 🙊) https://t.co/rHPoNOTO39 https://t.co/maDuJM3q7o"
